,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd,ccxt,ccxt_ticker
684,ethereum,balancer,SNX,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6df50e37a6aefb9024a7284ef1c9e1e8e7c4f7b80001000000000000000002e7-0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":284259,""base"":91978,""quote"":114}",0.001443,2.28,2.309,SNX
688,ethereum,sushiswap,oneBTC,0xC88F47067dB2E25851317A2FDaE73a22c0777c37,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xd227083b6feB1a40A975D74575311Fb907fB960f,"{""usd"":137684,""base"":68864,""quote"":4.058}",4.343e-05,0.9884,23110.84,BTC
694,ethereum,uniswap,ZRX,0xE41d2489571d322189246DaFA5ebDe1F4699F498,RNG,0x3b94440C8c4F69D5C9F47BaB9C5A93064Df460F5,0xfA97AA5002124fe7eDd36584628300E8D81dF042,"{""usd"":405387,""base"":1376011,""quote"":53486809}",44.597,0.2149,0.2171,ZRX
696,ethereum,uniswap,ETHMAXY,0x0FE20E0Fa9C78278702B05c333Cc000034bb69E2,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfECeCEbf44D38858A0C478C2c4afA2601F5352Fb,"{""usd"":94281,""base"":54.6,""quote"":19.02}",1.0452,1656.66,1588.4,ETH
697,bsc,0xFF6ad8728C0aa5215FeFae3459D46B90a37b9546,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,CC,0xb7fbFf4Ce5200215c690cc95855e5d6C5236Ee9f,0x0677FB47b0AB26E3d4FB8805dAd986171640D0a2,"{""usd"":75010.93868417908,""base"":29.58,""quote"":2864624}",109904.7314,1586.68,1588.4,ETH
699,bsc,pancakeswap,SHIBSC,0xdF0816CC717216c8B0863aF8d4f0fC20Bc65d643,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x0b85ddf1921Ab0EFBFABd0b178b90f64ea2b11d3,"{""usd"":105252.86879435334,""base"":256713971247979,""quote"":201.72}",7.897e-13,2.417e-10,0.00307,SC
703,bsc,pancakeswap,SAFESUN,0xA03C3a233940485D46eE77407343DA3221198427,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x14687b19eaf1BaB479b3ab25f8B1B44D5B463539,"{""usd"":59008.11477426551,""base"":98898780122,""quote"":115.09}",1.162e-09,3.532e-07,0.00598,SUN
704,bsc,pancakeswap,DOGEWHALE,0x43adC41cf63666EBB1938B11256f0ea3f16e6932,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x1815AA745e84a560F5B02f0829c5b015aE814224,"{""usd"":294668.0182003263,""base"":119311391118,""quote"":569.27}",2.155e-08,6.732e-06,0.0931,DOGE
715,ethereum,uniswap,LRC,0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1d92f1De49CAEC73514f696FEa2a7d5441498E5,"{""usd"":300925,""base"":737332,""quote"":123.3}",0.0002131,0.3375,0.3317,LRC
720,optimism,uniswap,vMATIC,0xBe5de48197fc974600929196239E264EcB703eE8,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0x6f59c163AD6cC896145aF7D5922d1eAE174A1BCc,"{""usd"":653828,""base"":563389,""quote"":217440}",1.1127,1.11,1.11,MATIC
721,avalanche,swapsicle,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,0x7e028006ec8632bf009fa4BdD8F1E5a50124EFec,"{""usd"":51089,""base"":2215,""quote"":25545}",19.9399,19.93,19.97,AVAX
722,ethereum,unknown,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xcD452c162dA7761f08F656B8e5eDe3A385981378,"{""usd"":1985004,""base"":792.6,""quote"":992502}",1582.7275,1582.72,1588.4,ETH
724,ethereum,uniswap,rETH,0xae78736Cd615f374D3085123A210448E74Fc6393,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa4e0faA58465A2D369aa21B3e42d43374c6F9613,"{""usd"":1753072,""base"":1064,""quote"":275.7}",1.0666,1697.02,1588.4,ETH
725,bsc,pancakeswap,AVAX,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x151268db1579ebC5306D4aAa5DCC627646E6986F,"{""usd"":107821.72202071463,""base"":4657.35,""quote"":210.46}",0.06362,19.86,19.97,AVAX
726,polygon,balancer,SOL,0x7DfF46370e9eA5f0Bad3C4E29711aD50062EA7A4,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x7c9cf12d783821d5c63d8e9427af5c44bad92445000100000000000000000051-0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619-0x7DfF46370e9eA5f0Bad3C4E29711aD50062EA7A4,"{""usd"":64484,""base"":2457,""quote"":25.89}",0.01523,24.19,24.08,SOL
727,arbitrum,sushiswap,JONES,0x10393c20975cF177a3513071bC110f7962CD67da,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xe8EE01aE5959D3231506FcDeF2d5F3E85987a39c,"{""usd"":2098319.7787164566,""base"":645925,""quote"":839.75}",0.001797,2.85,0.02108,ONE
728,cronos,vvsfinance,DOGE,0x1a8E39ae59e5556B56b76fCBA98d22c9ae557396,WCRO,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,0x2A560f2312CB56327AD5D65a03F1bfEC10b62075,"{""usd"":189754,""base"":1342582,""quote"":1617058}",1.1763,0.09309,0.0931,DOGE
729,aptos,liquidswap,WETH,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::WETH,USDC,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC,liquidswap-1490,"{""usd"":1038193,""base"":415.5,""quote"":519097}",1587.8003,1587.8,1588.4,ETH
736,bsc,pancakeswap,WIN,0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x6a445cEB72c8B1751755386c3990055ff92e14A0,"{""usd"":1031790.9291940796,""base"":7125671698,""quote"":516697}",9.183e-05,9.183e-05,9.17e-05,WIN
737,bsc,nomiswap,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,USDT,0x55d398326f99059fF775485246999027B3197955,0x996B28Dda11381466C9e410D0b63a313a0f31c6B,"{""usd"":115534.58257687971,""base"":74376,""quote"":57767}",1.1161,1.11,1.11,MATIC
739,bsc,mdex,LTC,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,USDT,0x55d398326f99059fF775485246999027B3197955,0xBcD49db9AA7D3e6C7F06AcffABdc4E42b402bF82,"{""usd"":157071.08728214088,""base"":1073.32,""quote"":78536}",94.681,94.68,94.91,LTC
744,moonbeam,beamswap,xcDOT,0xFfFFfFff1FcaCBd218EDc0EbA20Fc2308C778080,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0xd8FbdeF502770832E90a6352b275f20F38269b74,"{""usd"":62506,""base"":6800,""quote"":98414}",14.1383,6.33,6.274,DOT
745,ethereum,uniswap,renBTC,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3cB75142Bdae2bEf3Eb119AffB288aeb0599dC4f,"{""usd"":226153,""base"":4.771,""quote"":106.8}",15.1646,23838.92,23110.84,BTC
749,ethereum,sushiswap,BAND,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA75F7c2F025f470355515482BdE9EFA8153536A8,"{""usd"":578651,""base"":203087,""quote"":230.9}",0.001377,2.19,2.155,BAND
753,ethereum,uniswap,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xea4Ba4CE14fdd287f380b55419B1C5b6c3f22ab6,"{""usd"":94466,""base"":2144,""quote"":19.38}",0.03355,53.19,52.92,COMP
757,bsc,planetfinance,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x1820E39d1bE8Bf90fe45B097503613E557F5DFDF,"{""usd"":251317.00262657256,""base"":100.75,""quote"":490.88}",5.0619,1575.97,1588.4,ETH
762,bsc,pancakeswap,CybrrrDOGE,0xecc62bd353EDd64Ed31595DbC4C92801aF1e2af0,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x3f7d13E7327Ac36AE8cfBfe09969Bd1B5E6653b8,"{""usd"":134816.22441741935,""base"":19664845612050096,""quote"":262.97}",1.341e-14,4.162e-12,0.0931,DOGE
775,bsc,pancakeswap,$HONEY,0xdb607c61Aaa2a954Bf1f9d117953F12d6c319E15,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x60B06D471113d3e64Ff10bE62DdcCEedD1895D61,"{""usd"":241632.14522255372,""base"":368289024377547,""quote"":466.06}",1.26e-12,3.896e-10,0.02108,ONE
776,bsc,pancakeswap,$ETHSHIB,0x69d10c8Bd0de1a9345AFA36819490D8BbCE0E5A3,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x6502530453B1Fbacfdd0Ed798E583df6F844589e,"{""usd"":57134.77593291711,""base"":132013263804512,""quote"":110.79}",1.371e-12,4.291e-10,1588.4,ETH
778,bsc,pancakeswap,DSC,0x662cBBEb9872251a795F85648333Be0dbFcAd653,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x6E04EB8172e838AfA9F3568262B8DA0d0027250D,"{""usd"":68686.25814974534,""base"":1646764232,""quote"":132.28}",5.13e-08,1.593e-05,0.00307,SC
781,bsc,pancakeswap,BBYXRP,0x8beAbaa4f025D00B4699d56a683758d692d17F20,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x7067A5c321eFb1a3063769f6F87979E8c9523690,"{""usd"":106236.18113728194,""base"":472958897108456,""quote"":203.5}",4.29e-13,1.329e-10,0.402,XRP
790,bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x5e8F4c86C3BB2f4070ad570776574034Ac19e0e7,"{""usd"":583435.3974914756,""base"":17.39,""quote"":1139.36}",73.9223,23088.26,23110.84,BTC
796,polygon,uniswap,SUSHI,0x0b3F868E0BE5597D5DB7fEB59E1CADBb0fdDa50a,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x07A0e5CC33F3f28Cf655D7a76334D0b1BAB5b704,"{""usd"":51047,""base"":24110,""quote"":34906}",1.1452,1.26,1.268,SUSHI
797,polygon,sushiswap,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0x6FF62bfb8c12109E8000935A6De54daD83a4f39f,"{""usd"":598032.4253920547,""base"":239.9,""quote"":299016}",1595.4323,1595.43,1588.4,ETH
799,avalanche,traderjoe,WMATIC,0xf2f13f0B7008ab2FA4A2418F4ccC3684E49D20Eb,USDC.e,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,0xC0294fAfdeE273F4d8D01db52cc0c65102bc081F,"{""usd"":1173755,""base"":755281,""quote"":586877}",1.1138,1.11,1.11,MATIC
800,osmosis,osmosis,DOT,ibc/3FF92D26B407FD61AE95D975712A7C319CDE28DE4D80BDC9978D935932B991D7,OSMO,uosmo,773,"{""usd"":624906,""base"":68558,""quote"":440333}",6.458,6.26,6.274,DOT
801,fantom,equalizer,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xE3bD349BDb8203C15426b2d273f57568E658F843,"{""usd"":224992.06681235562,""base"":89.76,""quote"":517360}",3121.1491,1583.21,1588.4,ETH
802,milkomedacardano,milkyswap,WETH,0x81ECac0D6Be0550A00FF064a4f9dd2400585FE9c,WADA,0xAE83571000aF4499798d1e3b0fA0070EB3A3E3F9,0x7c0Fb8aEbe55f2b6E913A6021C48b8C060fEc4eD,"{""usd"":57245,""base"":22.93,""quote"":105851}",4034.8953,1573.21,1588.4,ETH
805,bsc,pancakeswap,ANT,0x30094F426ba90C0fCf9334596B18C83c54B8427A,USDT,0x55d398326f99059fF775485246999027B3197955,0x5790eC5B14beBD83b1733E01cEE2D8B738318A49,"{""usd"":70571.47233793604,""base"":17111704,""quote"":35286}",0.0004696,0.0004696,3.095,ANT
807,polygon,uniswap,MANA,0xA1c57f48F0Deb89f569dFbE6E2B7f46D33606fD4,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x56845fd95C766eCB0ab450fE2D105a19440a6E35,"{""usd"":56532,""base"":104881,""quote"":30143}",0.6673,0.7441,0.7434,MANA
809,osmosis,osmosis,WBNB,ibc/F4A070A6D78496D53127EA85C094A9EC87DFC1F36071B8CCDDBD020F933D213D,OSMO,uosmo,840,"{""usd"":490887,""base"":960.3,""quote"":345649}",320.6484,312.29,312.7,BNB
810,ethereum,sushiswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC3D03e4F041Fd4cD388c549Ee2A29a9E5075882f,"{""usd"":6631146,""base"":2652,""quote"":3315573}",1587.5476,1587.54,1588.4,ETH
811,polygon,balancer,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xd208168d2a512240eb82582205d94a0710bce4e7000100000000000000000038-0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270-0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,"{""usd"":93845,""base"":60481,""quote"":46919}",1.1128,1.11,1.11,MATIC
812,avalanchedfk,defikingdoms,ETH,0xfBDF0E31808d0aa7b9509AA6aBC9754E48C58852,CRYSTAL,0x04b9dA42306B023f3572e106B11D82aAd9D32EBb,0x78C893E262e2681Dbd6B6eBA6CCA2AaD45de19AD,"{""usd"":298746,""base"":120.1,""quote"":1716560}",15493.5808,1603.34,1588.4,ETH
813,kcc,mojitoswap,BTCK,0xfA93C12Cd345c658bc4644D1D4E1B9615952258C,WKCS,0x4446Fc4eb47f2f6586f9fAAb68B3498F86C07521,0x67990BFEeB3c3537FC67C23f294312155D764b20,"{""usd"":2113015,""base"":62.79,""quote"":159191}",2800.6817,23031.68,23110.84,BTC
815,ethereum,uniswap,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x919Fa96e88d67499339577Fa202345436bcDaf79,"{""usd"":526639,""base"":654350,""quote"":144.2}",0.0006412,1.02,1.02,CRV
820,bsc,pancakeswap,SBNB,0xE90444C38a8Cd2DCEEe9D954042ac817a794E9A9,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x7E3d628D6014756285dFf1f4c5D54edC76095e42,"{""usd"":1574210.3073106299,""base"":3042.23,""quote"":3036.35}",0.9928,307.74,312.7,BNB
825,bsc,pancakeswap,BNBD,0x3c730718C97A77562866B5D29B33228c019eAC68,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x909F02FAc6cDD2092228703Db83252057DD2d138,"{""usd"":128937.37923540505,""base"":27190296998669,""quote"":246.24}",9.059e-12,2.803e-09,312.7,BNB
826,bsc,pancakeswap,PNT,0x068C581B987663A7c1d0d956a44Eff95B23f9EfA,PURENET,0x19448fb48d8C5b523d903a830fc388E4d8a5ca15,0x9371E7528bA603755b392BCF974Ee845918c215a,"{""usd"":177729.2160097321,""base"":200012,""quote"":4999696}",25.0769,0.5181,0.1729,PNT
831,bsc,pancakeswap,MNTTBSC,0xe9406b73d4F54572E27d60479905723DE08E689e,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x9f10c64613ed5Eece9f0C34fA7038CA84377286B,"{""usd"":59088.67500032316,""base"":123722880115,""quote"":114.16}",6.715e-10,1.985e-07,0.00307,SC
834,bsc,pancakeswap,COINSCOPE,0xD41C4805A9A3128f9F7A7074Da25965371Ba50d5,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xAD1BA361E6DB979e367AEBCB32CB47485877Dd0E,"{""usd"":267793.0963566353,""base"":45589890,""quote"":522.02}",1.14e-05,0.003554,0.00307,SC
837,bsc,pancakeswap,RocketBUSD,0x17FAbAF66256fb40F350576bafA1807429708E34,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xB8D12882506EB461db59f19667Afb04D1f7D0516,"{""usd"":91502.09401457963,""base"":79423263904,""quote"":175.33}",2.184e-09,6.748e-07,1.0,BUSD
847,heco,mdex,DOGE,0x40280E26A572745B1152A54D1D44F365DaA51618,USDT,0xa71EdC38d189767582C38A3145b5873052c3e47a,0xAd67Dd95926bD56094908917Fa44529933B6F831,"{""usd"":311739.3594900904,""base"":2200435,""quote"":155870}",0.0927,0.0927,0.0931,DOGE
850,avalanche,traderjoe,SOL,0xFE6B19286885a4F7F55AdAD09C3Cd1f906D2478F,USDC.e,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,0x74eF6a9a7aE35899EaC8E2F2427C1a604d66Ae7b,"{""usd"":599774,""base"":22891,""quote"":299887}",24.1013,24.1,24.08,SOL
853,bsc,pancakeswap,SANTOS,0xA64455a4553C9034236734FadDAddbb64aCE4Cc7,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x06043B346450BbCfdE066ebc39fdc264FdFFeD74,"{""usd"":428491.9736105388,""base"":47356,""quote"":836.32}",0.01845,5.76,3.095,ANT
855,polygon,quickswap,SOL,0xd93f7E271cB87c23AaA73edC008A79646d1F9912,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x8F89216177144A553BE966fd45E17F9E915E3ef4,"{""usd"":543317.266678,""base"":20749,""quote"":271659}",24.1725,24.17,24.08,SOL
859,bsc,pancakeswap,ALGOBLK,0xfecCa80fF6DeB2B492E93df3B67f0C523Cfd3a48,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x9E176514F0987eae3D61561Fe6F0f0F3f846BaBE,"{""usd"":116894.56116900472,""base"":8732687,""quote"":58447}",0.007415,0.007415,0.2409,ALGO
860,ethereum,uniswap,FUND,0xe9B076B476D8865cDF79D1Cf7DF420EE397a7f75,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x88395224c3709BE9A700624bD9246459585c56b0,"{""usd"":971579,""base"":2731863,""quote"":95.18}",0.0002493,0.3967,0.00702,FUN
866,osmosis,osmosis,SCRT,ibc/0954E1C28EB7AF5B72D24F3BC2B47BBB2FDF91BDDFD57B74B99E133AED40972A,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,585,"{""usd"":885496,""base"":705753,""quote"":44376}",0.0566,0.7531,0.00307,SC
868,osmosis,osmosis,EEUR,ibc/5973C068568365FFF40DEDCF1A1CB7582B6116B731CD31A12231AE25E20B871F,OSMO,uosmo,481,"{""usd"":936878,""base"":474364,""quote"":660150}",1.0558,1.02,1.0851,EUR
875,bsc,pancakeswap,GSC,0x639FC0c006bd7050E2c359295B41a79cB28694BA,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xa70F9CC84525457C6B92519D2F40d9b893F1b22b,"{""usd"":128391.0029601312,""base"":43664695,""quote"":64196}",0.001368,0.001368,0.00307,SC
876,bsc,pancakeswap,stkBNB,0xc2E9d07F66A89c44062459A47a0D2Dc038E4fb16,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xaA2527ff1893e0D40d4a454623d362B79E8bb7F1,"{""usd"":179180.01681512964,""base"":344.17,""quote"":348.67}",1.0125,313.52,312.7,BNB
881,bsc,0xC7a506ab3ac668EAb6bF9eCf971433D6CFeF05D9,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xfb83B3525F937B33c6EcE4038DfA792fCee2Aa78,"{""usd"":86746.58300514297,""base"":2.58,""quote"":169.37}",73.962,23072.3,23110.84,BTC
887,polygon,mmfinance,stMATIC,0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4,LDO,0xC3C7d422809852031b44ab29EEC9F1EfF2A58756,0x0d54918038dbEE259173bdb055DCbC58211626FC,"{""usd"":51960.99217653494,""base"":31441,""quote"":19859}",0.5483,1.17,1.11,MATIC
891,bsc,w3swap,BSC-HO,0x41515885251e724233c6cA94530d6dcf3A20dEc7,OSK-DAO,0xC5db5aFee4C55DfAD5F2b8226C6ac882E6956a0A,0xD06d9b1cBFa4C0D0503CD74383D515ACac1F6383,"{""usd"":106411.19351023638,""base"":202688,""quote"":4401.87}",0.01471,0.234,0.00307,SC
892,bsc,pancakeswap,SCLP,0xF2c96E402c9199682d5dED26D3771c6B192c01af,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xbF8BcbAc68FfBF09abb4BEfEDCD39e991eF1793D,"{""usd"":127092.56525554467,""base"":532075,""quote"":248.21}",0.0005948,0.1858,0.00307,SC
898,harmony,defikingdoms,WONE,0xcF664087a5bB0237a0BAd6742852ec6c8d69A27a,1USDC,0x985458E523dB3d53125813eD68c274899e9DfAb4,0x66C17f5381d7821385974783BE34c9b31f75Eb78,"{""usd"":72941.74122317227,""base"":3489845,""quote"":450854}",4.1146,0.08685,0.02108,ONE
899,bsc,pancakeswap,DIA,0x99956D38059cf7bEDA96Ec91Aa7BB2477E0901DD,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x1Cb2Ec921f84EBCA394fedADc8EBdDc6071099D7,"{""usd"":72560.36618398139,""base"":124770,""quote"":36280}",0.3623,0.3623,0.359,DIA
900,bsc,babyswap,ATOM,0x0Eb3a705fc54725037CC9e008bDede697f62F335,USDT,0x55d398326f99059fF775485246999027B3197955,0x42932A3c73DF05586aa5cfD4f3a9a61655c98b45,"{""usd"":219989.92481459738,""base"":11021,""quote"":109995}",13.3285,13.32,13.314,ATOM
909,bsc,pancakeswap,ZADA,0xfCaDD830fF2D6Cf3AD1681E1e8FC5DDCe9d59E74,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xFdECa152d23EA9B9EB7b4045224584De1FBa8341,"{""usd"":116396.4031540325,""base"":163786460339,""quote"":223.29}",1.15e-09,3.572e-07,0.3956,ADA
915,bsc,pancakeswap,MOONTOKEN,0x81E4d494b85A24a58a6BA45c9B418b32a4E039de,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xc87678eD091B52e03146D7e75a99222c9319f9E5,"{""usd"":1509666.9392352237,""base"":271959906613547,""quote"":2886.93}",1.044e-11,3.233e-09,0.2082,ONT
920,bsc,pancakeswap,FETCH,0x8bfc1c564E4490790DFac641C9a0FecD3f91F584,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xcFdE1B13A524a06562EdC242bB37270F70c564fE,"{""usd"":74225.87389469553,""base"":393993432805549,""quote"":144.74}",3.664e-13,1.145e-10,0.2772,FET
927,polygon,0xBE087BeD88539d28664c9998FE3f180ea7b9749C,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x30890d1a43e74edbFb2340FdAEB5B49DFD7F3360,"{""usd"":54442.357462,""base"":21.77,""quote"":27221}",1590.7474,1590.74,1588.4,ETH
931,polygon,balancer,LINK,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,AAVE,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,0xce66904b68f1f070332cbc631de7ee98b650b499000100000000000000000009-0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39-0xD6DF932A45C0f255f85145f286eA0b292B21C90B,"{""usd"":141973,""base"":12667,""quote"":1296}",0.08556,6.92,6.988,LINK
940,polygon,quickswap,stMATIC,0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x65752C54D9102BDFD69d351E1838A1Be83C924C6,"{""usd"":435537.3047158288,""base"":266028,""quote"":281029}",1.0551,1.17,1.11,MATIC
943,kcc,mojitoswap,CRV,0x4500E16dA66b99e0C55D7B46EBBD59bc413BA171,WKCS,0x4446Fc4eb47f2f6586f9fAAb68B3498F86C07521,0x27032cA70a9F37Dc7391E2ec5f75011637cc8e03,"{""usd"":97108,""base"":90784,""quote"":7322}",0.1245,1.02,1.02,CRV
946,ethereum,uniswap,MKR,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe8c6c9227491C0a8156A0106A0204d881BB7E531,"{""usd"":7041941,""base"":12698,""quote"":352.7}",0.4073,640.18,649.0,MKR
952,polygon,quickswap,WOMBAT,0x0C9c7712C83B3C70e7c5E11100D33D9401BdF9dd,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x10e14E23686826915efcB23ed9b128750831bF4C,"{""usd"":104911.52854341589,""base"":28969948,""quote"":52454}",0.001964,0.001964,0.2506,BAT
956,osmosis,osmosis,BAND,ibc/F867AE2112EFE646EC71A25CD2DFABB8927126AC1E19F1BBF0FF693A4ECA05DE,OSMO,uosmo,626,"{""usd"":60050,""base"":21211,""quote"":42344}",2.2528,2.18,2.155,BAND
962,polygon,kyberswap,KNC,0x1C954E8fe737F99f68Fa1CCda3e51ebDB291948C,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,0xCD0bC9DcB8F1dDa77C5D6d8615577d7B50Efe0Db,"{""usd"":61785.87142896846,""base"":134270,""quote"":30893}",0.7562,0.7562,0.747,KNC
964,fantom,hyperjump,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x50Cc648E45B84D68405BA0707e94c507b08e593d,"{""usd"":64891.738654,""base"":149816,""quote"":32446}",0.5042,0.5042,0.4796,FTM
966,aptos,pancakeswap,WETH,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::WETH,USDC,0xf22bede237a07e121b56d91a491eb7bcdfd1f5907926a9e58338f964a01b17fa::asset::USDC,pcs-141,"{""usd"":3824240,""base"":1530,""quote"":1912120}",1591.2466,1591.24,1588.4,ETH
